expression	rel	p-value (log[10])
مُنَاسَبَة مُرُور	attr	5.12117428983035
صَرف نَظَر	attr	5.11849787067856
مَجَال نَفط	attr	5.1177337080748
دَولَة جَنُوب	attr	5.10505176871304
مُنتَصَف عَام	attr	5.10007515800698
جَذب مُستَثمِر	attr	5.09942625836728
خِدمَة مُستَثمِر	attr	5.09942625836728
اِجتِمَاع جَمعِيَّة	attr	5.09930187961757
فُرصَة اِستِثمَار	attr	5.09628911745388
تَحرِير سُودَان	attr	5.09560804819151
اِفتِتَاح مُؤتَمَر	attr	5.093951922172
رَصَاص جَيش	attr	5.09018325765684
فَصِيلَة مُعَارَضَة	attr	5.09018325765684
قُوَّة شُرطَة	attr	5.08679596304007
اِنتِشَار قُوَّة	attr	5.08151504718893
تَحوِيل مِصرِيّ	attr	5.07836717093965
عُقب هُجُوم	attr	5.07836717093965
تَرشِيد اِستِيرَاد	attr	5.0783671709374
عَون فِرقَة	attr	5.07562865197761
اِحتِرَام حُرِّيَّة	attr	5.07562865196874
رَاتِب مُدِير	attr	5.07562865196874
حُرِّيَّة تَعبِير	attr	5.06583856981468
تَحَسُّن حَال	attr	5.06583856981246
اِرتِبَاط تَصدِير	attr	5.06304616495878
جُثمَان رَجُل	attr	5.06304616495878
قَائِد سِلَاح	attr	5.05947939798511
فَتح تَحقِيق	attr	5.05393607203131
مُنَاقَشَة قَضِيَّة	attr	5.05393607203131
إِجمَالِيّ قُطن	attr	5.04937105579836
ظَاهِرَة تَزَايُد	attr	5.04885062949644
فَترَة عَزل	attr	5.04393777652392
مَحَطَّة تَولِيد	attr	5.04393777652392
مُدَّة بَقَاء	attr	5.04393777652392
تِجَارَة مِصر	attr	5.04246363013987
اِستِيرَاد مُستَلزَم	attr	5.03010792439952
بَعض مُنتَج	attr	5.02824000652633
ثَبَات سِعر	attr	5.02202677478793
جَنُوب شَرق	attr	5.02027889009078
حِزب مُحَافِظ	attr	5.01832277166292
اِستِمرَار تَجَاوُز	attr	5.0143585682523
اِستِمرَار مَوجَة	attr	5.0143585682523
هَيئَة مُفَوَّض	attr	5.0143585682523
تَحدِيد سِعر	attr	5.00857179549509
خِيَار اِستِخدَام	attr	5.00790719309454
نَهر نِيل	attr	5.00790719309454
حُضُور مُمَثِّل	attr	5.00775589971739
تَوقِيت زِيَارَة	attr	5.00775589971603
تَرَاجُع قُوَّة	attr	5.00239422793856
صَحِيفَة شَعب	attr	5.00112580234328
وَقف تَزوِيد	attr	4.99988074489025
اِكتِنَاز دُولَار	attr	4.99988074488163
مَجَال غِذَاء	attr	4.99808879599023
حَادِث طَرِيقَة	attr	4.99653824943607
تَدَاوُل وَرَق	attr	4.99653824943594
زِيَادَة مُعَدَّل	attr	4.99309410625426
تَنظِيم مَهرَجَان	attr	4.98638500120567
وَزِير بِترُول	attr	4.97655297279683
تَشجِيع مُستَثمِر	attr	4.97618312838837
سَبِيل تَفعِيل	attr	4.97302409020243
وَارِدَات قَمح	attr	4.96662043890703
حِدَّة مُنَافَسَة	attr	4.96662043889607
بَوَّابَة صِين	attr	4.96226647692478
اِفتِتَاح سَنَة	attr	4.96130492805169
تَمَرُّد شَعب	attr	4.95784130683857
إِذن سِيَادَة	attr	4.95687573909217
اِبن وَطَن	attr	4.95361010235792
حُكم قَضَاء	attr	4.95361010235792
قِيمَة قَرض	attr	4.94101742118085
تَضَاعُف مُعَدَّل	attr	4.94097560970598
إِنجَاز إِدَارَة	attr	4.93080049806814
إِحدَاث تَغيِير	attr	4.92407842697102
اِنضِمَام قُبرُص	attr	4.92407842697102
تَشغِيل نَفَق	attr	4.92407842696244
دَورَة أُردُنّ	attr	4.92407842696244
رِسَالَة اِحتِجَاج	attr	4.92407842696244
تَحسِين عَلَاقَة	attr	4.92210393078401
ذِمَّة مُحَامِي	attr	4.91990734886395
خَارِجِيَّة اَليَابَان	attr	4.91990734886111
سُلطَة تَحَالُف	attr	4.91990734886111
حَالَة إِدمَان	attr	4.91774309204416
مُوجَز نَبَأ	attr	4.91774309203334
فَتحَة إِنقَاذ	attr	4.9159528106149
بَرنَامَج تَسلِيَة	attr	4.90477811487136
نِظَام حِسبَة	attr	4.90477811487136
وُصُول أَمِير	attr	4.90251815279146
سَهم بَنك	attr	4.90210422513923
أَرض مَلعَب	attr	4.89962836113746
شِرَاء حِصَّة	attr	4.89655477241281
اِعتِقَاد بَعض	attr	4.89200382683254
عَدَم قُدرَة	attr	4.89085623356051
رُكن أُسطُول	attr	4.88754517462312
رُكن بَحرِيَّة	attr	4.88754517462312
شُعبَة مُصَدِّر	attr	4.88754517462312
عُضو غُرفَة	attr	4.88336998273546
وَتِيرَة مُفَاوَضَة	attr	4.87647231338573
رَسم رُخصَة	attr	4.87647231338147
تَغطِيَة حَاجَة	attr	4.86984668223006
إِجلَاء بَحَّارَة	attr	4.86984668222748
جَامِعَة قَاعِدَة	attr	4.86375912513288
صَفقَة بَيع	attr	4.86199111172312
تَقيِيم اِحتِيَاج	attr	4.86016525763729
وَفد اِتِّحَاد	attr	4.85747375251487
مُستَشفَى مَلِك	attr	4.85427404743524
حَرَكَة إِسلَام	attr	4.85199129123554
أَحَد قَائِد	attr	4.8380323037852
عَدَد ضَحِيَّة	attr	4.8380323037852
مَطلَع سَنَة	attr	4.83201702200318
مَكتَب دِرَاسَة	attr	4.82741372922864
تَجمِيد عَقد	attr	4.8224221357337
تَبَادُل لَائِحَة	attr	4.82242213573356
قِبَل عَون	attr	4.81760599589878
فَرِيق خَبِير	attr	4.81510049017628
جَمعِيَّة مُستَثمِر	attr	4.81111383570718
بَدء نَشَاط	attr	4.81111383569833
حَوز مَدِينَة	attr	4.80995567263291
قَنَاة تِلفِزيُون	attr	4.8085771324078
ضَرُورَة تَحدِيد	attr	4.80534965090926
سَاكِن بَلَد	attr	4.80155802654586
أَسَاس مَبدَأ	attr	4.7951654235257
قُبُول وَرَق	attr	4.7951654235257
مَصنَع صُلب	attr	4.7951654235257
أُسلُوب أُنبُوب	attr	4.79516542352359
حُرمَة دَم	attr	4.79516542352359
مَقتَل جُندِيّ	attr	4.79078655557611
اِستِقطَاب مَزِيد	attr	4.78960757459582
نَار جَيش	attr	4.78960757459582
لَجنَة صِحَّة	attr	4.78806985701614
سِرّ لَجنَة	attr	4.78477650241307
مَجمُوعَة عَمَل	attr	4.78280715941888
تَبَادُل مَعلُومَة	attr	4.77912477393374
وَضع لَمسَة	attr	4.77364013630068
كُردِيّ عِرَاق	attr	4.77364013629511
طَرح وِعَاء	attr	4.76517201546855
مُرَاقَبَة مُخَابَرَات	attr	4.76517201546855
قُوَّة تَثبِيت	attr	4.76264475199153
زَعزَعَة اِستِقرَار	attr	4.76248563179886
مَنظُومَة تَصدِير	attr	4.76248563179886
بَدء تَنفِيذ	attr	4.76052309348698
كَافَّة طَرَف	attr	4.76052309348698
بُطُولَة كَأس	attr	4.75663235060129
تَقلِيل اِعتِمَاد	attr	4.75663235060129
مَنع تَكرَار	attr	4.7520665956853
مُنَاقَشَة سَبِيل	attr	4.75153873836015
هَامِش رِبح	attr	4.74825968414296
إِحدَى مُستَشفَى	attr	4.74657999207122
مَاء نِيل	attr	4.73726432477976
بَحث إِمكَانِيَّة	attr	4.7361869972062
بَحث مَجزَرَة	attr	4.7361869972062
وَسِيلَة نَقل	attr	4.73525303794444
اِرتِفَاع حَصِيلَة	attr	4.73046988552204
قَرَار مَجلِس	attr	4.72588865906436
أَحَد خَبِير	attr	4.72538333621161
حِزب فَضِيلَة	attr	4.72000445185103
صُدُور تَقرِير	attr	4.71835700832631
ضَوء تَطَوُّر	attr	4.71835700832631
تَحرِير فِلَسطِين	attr	4.71816042540403
سِيَادَة رَئِيس	attr	4.71564038472835
مُدَّة سَنَة	attr	4.71465503512238
ظِلّ تَرَدِّي	attr	4.71066319779578
ظِلّ هُدُوء	attr	4.71066319779578
تَقسِيم جَزِيرَة	attr	4.70840338482394
اِستِيرَاد دَوَاء	attr	4.70840338481168
اِستِيرَاد نِصف	attr	4.70840338481168
سَدَاد مَديُونِيَّة	attr	4.70840338481168
مَبدَأ مَسؤُولِيَّة	attr	4.70840338481168
تَقدِيم دَعم	attr	4.70526797924651
مَنصِب أَمِين	attr	4.70378777312693
قُبُول مِنحَة	attr	4.68621776193029
مُقتَضَى اِتِّفَاقِيَّة	attr	4.6860211857484
مُغَادَرَة جَمِيع	attr	4.68439194666327
شَبّ حِزب	attr	4.68238802778636
اِنتِهَاء وِلَايَة	attr	4.67975028584214
تَوطِيد عَلَاقَة	attr	4.67935990550725
إِطَار حَملَة	attr	4.67248535239218
بَدء مُفَاوَضَة	attr	4.66500390458634
بِنَاء اِشتِرَاكِيَّة	attr	4.66342457723592
نَوعِيَّة مُنتَج	attr	4.66342457722831
حِسَاب إِجمَالِيّ	attr	4.66272160936243
مِلَفّ أَسِير	attr	4.66272160936243
هَيكَل وَارِدَات	attr	4.66272160935802
تَورِيث حُكم	attr	4.6617665472606
تَورِيث سُلطَة	attr	4.6617665472606
صَلَاة جُمعَة	attr	4.6617665472606
لَعب قُوَّة	attr	4.6597293141918
مَدِينَة رَفَح	attr	4.65503239693175
مَدِينَة مَوصِل	attr	4.65503239693175
نِيَّة حُكُومَة	attr	4.65192336165625
اِستِعَادَة سِيَادَة	attr	4.65153133909459
تَلبِيَة حَاجَة	attr	4.65153133909459
مُفَتِّش أُمَّة	attr	4.64673404763561
إِجمَالِيّ مَسَّاحَة	attr	4.64673404763353
أَزمَة رُكُود	attr	4.64666396657717
تَزَايُد حِدَّة	attr	4.64666396657717
تَمدِيد عَقد	attr	4.64666396657666
عَمَلِيَّة تَوسِيع	attr	4.64407663125027
عَمَلِيَّة فَحص	attr	4.64407663125027
صَاحِب شَرِكَة	attr	4.64267312327065
اِنعِقَاد مُؤتَمَر	attr	4.6383157592757
قِسط تَموِيل	attr	4.6383157592757
تَحوِيل وَدِيعَة	attr	4.6319358400489
حُدُوث اِنفِجَار	attr	4.6319358400489
حَرَكَة مُقَاوَمَة	attr	4.6301999743606
رِئَاسَة وَزِير	attr	4.62883259565532
بَيت خِبرَة	attr	4.62475791968904
ضَمَان سَلَامَة	attr	4.61548318509487
طَلَب اِستِدَانَة	attr	4.61548318509487
زَعِيم مُعَارَضَة	attr	4.60969519053169
تَموِيل نَشَاط	attr	4.60721983256625
رَئِيس جَمعِيَّة	attr	4.60665311607906
إِقَامَة بِنَايَة	attr	4.60336699196289
يَوم شَبِيبَة	attr	4.60336699196289
قَانُون جَزَاء	attr	4.59850803929344
مِنطَقَة بَحر	attr	4.59640913842458
تَنمِيَة بُحَيرَة	attr	4.59619637101853
قَرَار خَفض	attr	4.59323710006114
كِتَاب مُستَقبَل	attr	4.58950455330869
تَوقِيع برُوتُوكُول	attr	4.58372201225212
سَدَاد مَدفُوع	attr	4.58372201225212
وَزِير صِنَاعَة	attr	4.5825470054389
وَزِير تَخطِيط	attr	4.57881236074075
تَعيِين نَائِب	attr	4.57801466459902
عِلَاج نَائِب	attr	4.57801466459902
مُبَارَاة كُوَيت	attr	4.57801466459902
مَطلَع عَام	attr	4.57628613255975
حَجم تِجَارَة	attr	4.57586215370854
تَأجِير أَرض	attr	4.57154816099982
جُندِيّ جَيش	attr	4.56821309590065
خَطوَة إِصلَاح	attr	4.56821309590065
مَكَانَة إِسرَائِيل	attr	4.56778623914805
قَائِد أَخ	attr	4.55913127234625
تَدَاوُل أَصل	attr	4.55235864448131
سُرعَة سَدَاد	attr	4.55235864447286
ضَبط نَفس	attr	4.55235864447286
جِهَاز أَمَانَة	attr	4.55038917348139
مَنح تَموِيل	attr	4.54828897615774
مَكتَب تَصوِيت	attr	4.5411062995281
تَشجِيع تَدَفُّق	attr	4.53858184235188
إِجرَاء تَسجِيل	attr	4.53811616107284
تِجَارَة مَاس	attr	4.53805537467018
تِجَارَة مَعدِن	attr	4.53805537467018
تَخفِيض جُمرُك	attr	4.53163372777819
عَالِم دِين	attr	4.53163372777819
ذَات شُهرَة	attr	4.52973488707693
عِدَّة مَرَّة	attr	4.52973488707693
أَحَد عُنصُر	attr	4.5263261225864
إِطَاحَة نِظَام	attr	4.5236535058347
تَطوِير قِطَاع	attr	4.51793261481048
اِنخِفَاض مُعَدَّل	attr	4.51646285534068
إِنتَاج سَمَاد	attr	4.51482281166407
بَحث صَحرَاء	attr	4.51482281166407
رَأس وَفد	attr	4.51398645834524
مُستَوَى قَضِيَّة	attr	4.51398645834524
بِدَايَة مَوسِم	attr	4.51032358521877
بَرمِيل نَفط	attr	4.50867218732606
تَفَاهُم نَفط	attr	4.50867218732606
تَطبِيق اِتِّفَاقِيَّة	attr	4.50817676113277
شَرِكَة مَعدِن	attr	4.5060465432851
قِلَّة مَورِد	attr	4.50086900186343
إِعدَاد مِيزَانِيَّة	attr	4.50086900185887
تَبَادُل وِجهَة	attr	4.50086900185887
مَحَطَّة إِذَاعَة	attr	4.50086900185887
إِعَادَة تَأهِيل	attr	4.50055429709922
إِعَادَة جَدوَلَة	attr	4.50055429709922
قَائِد حِزب	attr	4.49764471160423
عَرض مُسَاعَدَة	attr	4.49468053504948
عَرض نَتِيجَة	attr	4.49468053504948
وِلَايَة جُمهُورِيَّة	attr	4.49468053504033
وَزِير شَأن	attr	4.49269937856471
عَدَم اِهتِمَام	attr	4.48732442236702
مُوَازَنَة دَولَة	attr	4.4869145130876
فِئَة شَعب	attr	4.48165957543667
تَصنِيع مَحَطَّة	attr	4.47997450407138
جَامِعَة دِمَشق	attr	4.4793499388614
عُمق بَحر	attr	4.4793499388558
مُحَافَظَة بَحر	attr	4.4793499388558
قَائِد قُوَّة	attr	4.47853593348278
عَلَاقَة تَعَاوُن	attr	4.47526944954625
إِبرَام صَفقَة	attr	4.47483489788055
إِعَادَة تَصدِير	attr	4.46019623881726
مُنَاسَبَة اِفتِتَاح	attr	4.45337870521005
تَحلِيل حَرَكَة	attr	4.45171820257062
مَنع اِنتِهَاك	attr	4.45171820255271
خُصُوص حَالَة	attr	4.44944730418829
شَعب مِصر	attr	4.44924878302382
دَائِرَة جُمرُك	attr	4.44469548779513
اِحتِلَال عَاصِمَة	attr	4.44469548778199
مُسَاعِد مُدِير	attr	4.44469548778199
وَضع آلِيَّة	attr	4.43744325696995
رَئِيس غُرفَة	attr	4.43159369671619
تَوفِير مَاء	attr	4.43044987325443
اِنهِيَار عَقَار	attr	4.43004616765119
تَهرِيب سِلَاح	attr	4.42918339642486
قَائِد مُعَارَضَة	attr	4.42825606976004
سَاكِن إِيرَان	attr	4.42356672991907
مَشرُوع تَهجِير	attr	4.42329396123492
قَرض بَنك	attr	4.42329396122375
حُكم قَانُون	attr	4.42205820490618
إِصدَار وِعَاء	attr	4.4205441983232
أَجل إِعدَاد	attr	4.41589795207032
جَمِيع صَانِع	attr	4.41589795207032
إِتَاحَة فُرصَة	attr	4.41396102044803
مُتَابَعَة تَطَوُّر	attr	4.41319423970746
تَحدِيد مُوَاصَفَة	attr	4.39749876187542
مَوضِع تَنفِيذ	attr	4.39669813649801
نِصف دَقِيقَة	attr	4.39669813649024
سَبَب سُوء	attr	4.39543357387864
سَبَب إِصرَار	attr	4.39421662928833
رِئَاسَة أَمِير	attr	4.39257606605953
رِئَاسَة مُهَندِس	attr	4.39257606605953
تَعلِيق مُحَادَثَة	attr	4.39047408173505
نِسبَة نُمُوّ	attr	4.37909679990651
نِهَايَة سِبتَمبِر	attr	4.3787106307179
تَصرِيح دُكتُور	attr	4.37818223089537
مَتن سَفِينَة	attr	4.37818223089537
أَزمَة بِطَالَة	attr	4.37626331727132
مَكتَب مُحَامَاة	attr	4.36548441269192
اِتِّجَاه مُستَوطَنَة	attr	4.36458917875929
حَاكِم وِلَايَة	attr	4.36315196721562
زِيَادَة وَارِدَة	attr	4.35918756420947
وَزِير قِطَاع	attr	4.35856236587631
تَحقِيق مَصلَحَة	attr	4.35441592891921
إِنقَاذ كُلّ	attr	4.35210071243899
دَولَة خَلِيج	attr	4.34925082398462
قَضِيَّة كَشمِير	attr	4.34647659542959
طَرِيقَة تَعَامُل	attr	4.34453699845725
حِصَّة شَرق	attr	4.34220885743896
قِمَّة رَئِيس	attr	4.34075000975781
حُضُور اِحتِفَال	attr	4.34014200349657
جَيب مِصر	attr	4.33882876766995
مُنَظَّمَة دَولَة	attr	4.33557386676196
مَجَال تَصنِيع	attr	4.33319542979124
رَفض تَوطِين	attr	4.33254586386125
عُنصُر حَرَس	attr	4.33254586386125
حَرَكَة إِقبَال	attr	4.33011650188747
نَفط مِنطَقَة	attr	4.32673839759353
إِسقَاط حُكُومَة	attr	4.3257031190457
رَفع حَظر	attr	4.32190340739831
نَتِيجَة زِيَارَة	attr	4.30573157510579
اِجتِمَاع فَصِيلَة	attr	4.30547075731149
حَملَة مُكَافَحَة	attr	4.30513444902507
مُمَثِّل شَرِكَة	attr	4.29896050821147
قَانُون صِيَانَة	attr	4.29829606288078
أَحَد قُطب	attr	4.29768601459591
تَحقِيق تَقَدُّم	attr	4.29768601459591
تَحقِيق مَنفَعَة	attr	4.29768601459591
عَدَد سَائِح	attr	4.29768601459591
وَضع عَلَامَة	attr	4.29768601459591
مَجَال طَاقَة	attr	4.29718221153921
اِرتِفَاع تَكلِفَة	attr	4.29020570175058
شَعب جَنُوب	attr	4.28920129412696
شَارِع مَدِينَة	attr	4.28834911040655
إِعطَاء دَرس	attr	4.28446285767323
مُؤتَمَر حِزب	attr	4.28247958581485
حَرب عِرَاق	attr	4.27652803319274
شَحن صَادِر	attr	4.2758630596828
طُول خَطّ	attr	4.2748552105581
سَبَب اِنخِفَاض	attr	4.2725217492921
سَهم اِتِّصَال	attr	4.27213786304406
كَفَاءَة جِهَاز	attr	4.27213786304406
إِبرَام عَقد	attr	4.26745188088754
تَدَاعِي أَزمَة	attr	4.26745188088754
مُوَظَّف وِزَارَة	attr	4.26488648989171
عَدَم تَميِيز	attr	4.26185437323917
إِيجَاد مَصدَر	attr	4.26051876582951
عَمَل مَحكَمَة	attr	4.254576479906
عَمَل هَدم	attr	4.254576479906
تَجَاوُز جَيش	attr	4.24690221785606
عُنصُر سُوء	attr	4.24566815784695
مُمَثِّل أَمِين	attr	4.24566815784695
تَعلِيق رِحلَة	attr	4.24566815784646
قَصر تَموِيل	attr	4.24146599329918
مَصِير اِتِّفَاقِيَّة	attr	4.24004404210651
إِلغَاء اِحتِفَال	attr	4.24004404210602
خَطّ سِكَّة	attr	4.24004404210602
دَورَة قَطَر	attr	4.23919629064596
زِيَادَة رَسم	attr	4.2388862604653
اِستِمرَار تَشَاوُر	attr	4.23796482462701
اِستِمرَار مُسَانَدَة	attr	4.23796482462701
مَنع تَهرِيب	attr	4.23055094817788
حَائِز دُولَار	attr	4.22351733039736
نِظَام مِنطَقَة	attr	4.22031681799489
صُندُوق ضَمَان	attr	4.21866371094378
مُكَافَحَة تَهرِيب	attr	4.2121130100038
طَرح شَرِكَة	attr	4.21076599774097
قِيمَة دُولَار	attr	4.20956848223392
مَركَز وِقَايَة	attr	4.20930722134832
اِستِبعَاد أَخ	attr	4.20910067197831
تَوثِيق عَلَاقَة	attr	4.20354240692473
تَهدِئَة وَضع	attr	4.19532683789796
اِتِّخَاذ تَدبِير	attr	4.19406025656607
صُلب حِزب	attr	4.19368683587499
سِعر أَسمَنت	attr	4.19277196464058
سِعر صَاج	attr	4.19277196464058
عُضو مَكتَب	attr	4.18513757394182
عُضو مَرصَد	attr	4.18394218213851
اِستِقرَار وَضع	attr	4.18319454486712
حِرص بَلَد	attr	4.181568885317
مُوَاطِن بَلَد	attr	4.181568885317
مَنح اِئتِمَان	attr	4.17922831337679
مَنح حَافِز	attr	4.17922831337679
ضَرُورَة إِقَامَة	attr	4.17074300044219
مَسأَلَة تَوسِيع	attr	4.16809412921077
اِحتِيَاج عَمِيل	attr	4.16675937075491
خِتَام لِقَاء	attr	4.16675937075491
طَالِب مَدرَسَة	attr	4.16675937074541
مُوَازَنَة بَرلَمَان	attr	4.16471657464025
إِصلَاح حَال	attr	4.16471657463389
تَخفِيف ضَغط	attr	4.16108229127178
قَائِمَة غَسِيل	attr	4.16108229125798
شَرِكَة بَرّ	attr	4.15784472330908
بَنك إِسكَان	attr	4.15565032198951
جِهَاز مُخَابَرَات	attr	4.15366057708665
إِصدَار تَوصِيَة	attr	4.15035548343357
قُوَّة أُمَّة	attr	4.14833381518805
شَرِكَة اِتِّصَال	attr	4.14750875039207
تَنظِيم نُقطَة	attr	4.14334628165839
كَافَّة نَحو	attr	4.14334628165839
قِيمَة رُخصَة	attr	4.14156167179919
تَوَسُّع اِتِّحَاد	attr	4.13679916493162
تَوفِير نَفَقَة	attr	4.13303658408674
اِنخِفَاض حَجم	attr	4.13128238337717
إِجمَالِيّ اِستِهلَاك	attr	4.12540024734017
خِدمَة مُصَدِّر	attr	4.12344506345031
مَنصِب عُضو	attr	4.12344506344103
جَمَاعَة مُعَارَضَة	attr	4.12241762695821
تَغطِيَة اِحتِيَاج	attr	4.1217100061474
بَيع بِنزِين	attr	4.12171000613382
إِغلَاق حَدّ	attr	4.11928833941301
طُول حَدّ	attr	4.11928833941301
اِحتِكَار بَعض	attr	4.1158830787471
عَمَلِيَّة إِغَاثَة	attr	4.11533607740863
عَمَلِيَّة اِستِبدَال	attr	4.11533607740863
عَمَلِيَّة اِقتِحَام	attr	4.11533607740863
عَمَلِيَّة تَمشِيط	attr	4.11533607740863
عَمَلِيَّة قَتل	attr	4.11533607740863
إِجرَاء عَمَلِيَّة	attr	4.11512986905729
زَعِيم حَرَكَة	attr	4.10317240007356
قِيمَة عَقد	attr	4.10315445183029
هَيكَلَة دَين	attr	4.10014285578318
حَيَاة طَاقِم	attr	4.09535624924068
صَادِر مِصر	attr	4.09346381505503
نَتِيجَة اِستِطلَاع	attr	4.09301396167399
خَلفِيَّة أَزمَة	attr	4.08405770139112
أَزمَة عَمَالَة	attr	4.08405770138264
مُعظَم مُرَاقِب	attr	4.08405770138264
إِقَامَة مَركَز	attr	4.08250514404519
إِزَالَة اِسم	attr	4.08220376410631
مَنصِب نَائِب	attr	4.08220376410631
رُوح تَعَاوُن	attr	4.07874125223487
حُصُول حَادِث	attr	4.07338264615547
خَلق حَالَة	attr	4.07050768179723
اِرتِفَاع وَارِدَات	attr	4.0698930376269
مَجَال كَهرَبَاء	attr	4.06916710213476
زَعِيم فَصِيلَة	attr	4.069118180029
مُعَدَّل زِيَادَة	attr	4.06172034298891
عَهد رَئِيس	attr	4.05286224303859
أَمِير دَولَة	attr	4.0512519532033
صَحِيفَة أَحَد	attr	4.05118197291679
بَعض مُحَلِّل	attr	4.05041075030939
تَعَرُّض قَاهِرَة	attr	4.04365494622842
إِصدَار بِطَاقَة	attr	4.04164998503527
تَحسِين أَدَاء	attr	4.04164998503527
تَحسِين صُورَة	attr	4.04164998503527
قِبَل طَبِيب	attr	4.04164998503527
سِيَادَة أَرض	attr	4.02925167927751
صَفقَة تَبَادُل	attr	4.02925167927751
دَور أُمَّة	attr	4.02636460839377
تَفعِيل لَجنَة	attr	4.02235880320128
إِلغَاء نِظَام	attr	4.02002074633359
وَقف نَار	attr	4.02002074632918
تَكَامُل مَشرُوع	attr	4.01701303273628
مَعلُومَة طَاقَة	attr	4.01699454583573
إِجرَاء تَصوِيت	attr	4.01699454583359
إِجرَاء مُشَاوَرَة	attr	4.01699454583359
اِستِمرَار صُعُود	attr	4.01699454583359
نَوع إِسكَان	attr	4.01372726147741
سُوء حَال	attr	4.01149204028987
ضَبط تَعَامُل	attr	4.00995580120226
اِنفِلَات سِعر	attr	4.00814642514994
تَذَبذُب سِعر	attr	4.00814642514994
فَارِق سِعر	attr	4.00814642514994
ذِمَّة بَحث	attr	4.00813812429237
مُعظَم قَائِد	attr	4.00520943148576
صُعُود دُولَار	attr	4.00256220540224
اِنتِخَاب بَرلَمَان	attr	4.00185016624784
تَسهِيل تَطبِيق	attr	4.00185016624784
غِيَار طَائِرَة	attr	4.00101252351378
عَدَد شَهِيد	attr	3.99782280458119
إِجرَاء مُفَاوَضَة	attr	3.99504172841948
مَركَز صَحرَاء	attr	3.98836725042587
عِدَّة سَبَب	attr	3.98752927077173
مُشكِلَة لَاجِئ	attr	3.98452274727145
آلِيَّة عَرض	attr	3.98452274726778
دَرس عَرض	attr	3.98452274726778
مُنتِج حَدِيد	attr	3.9836990438437
أَمن طَرَف	attr	3.98006843529972
شَرق عَاصِمَة	attr	3.98006843528804
نِصف طُنّ	attr	3.98006843528804
ضَرُورَة بَذل	attr	3.97603018709618
دَفع صَادِر	attr	3.97352608895497
صَادِر مُنتَج	attr	3.97133349819084
تَمدِيد وِلَايَة	attr	3.96672632226602
رَأسمَال شَرِكَة	attr	3.95913577719152
تَخفِيض سِعر	attr	3.95879847347723
عَمَل صِيَانَة	attr	3.95477394631098
شَرِكَة مِصر	attr	3.95014298160002
اِنضِمَام دَولَة	attr	3.95009551422956
دَعم مَسِيرَة	attr	3.95008124779355
طَلَب إِلغَاء	attr	3.94871719851793
تَخفِيف عُقُوبَة	attr	3.94802000798624
مُوَاجَهَة مُحَاوَلَة	attr	3.94802000797688
اِقتِصَاد سُوق	attr	3.94713190380122
لَجنَة تَحكِيم	attr	3.94713190379836
لَجنَة رَصد	attr	3.94713190379836
إِصدَار صَحِيفَة	attr	3.94517890457009
اِرتِفَاع ضَغط	attr	3.94199818297925
دَولَة حَوض	attr	3.94058628292258
دَولَة مُعَسكَر	attr	3.94058628292258
تَنفِيذ بَرنَامَج	attr	3.93955431539412
رَغم اِنخِفَاض	attr	3.93453791941663
رَغم ظَرف	attr	3.93453791941663
بِنَاء وَحدَة	attr	3.93324844445158
اِحتِلَال مِنطَقَة	attr	3.92873502291806
هَدَف مُنَاقَشَة	attr	3.92850391530218
قِبَل مَجلِس	attr	3.92634542306978
حَالَة تَركِيز	attr	3.92069747515468
حَالَة طَلَاق	attr	3.92069747515468
عَقد اِتِّفَاقِيَّة	attr	3.91784329449971
مَشرُوع تَطوِير	attr	3.91777249278858
دَعم بِنَاء	attr	3.90848674427821
جَمِيع طَرَف	attr	3.90841981405751
إِصلَاح بِنيَة	attr	3.90821178831753
خَارِطَة هَدَف	attr	3.90821178831753
جَهد مُكَافَحَة	attr	3.90398479661879
حَلّ خِلَاف	attr	3.90398479660861
زِيَادَة عَدَد	attr	3.90396627773259
سُوق مُقَاوَلَة	attr	3.90263706426773
قَانُون ضَمَان	attr	3.90199160947573
جَمِيع تَدبِير	attr	3.89504919364084
بَعض شَرِكَة	attr	3.88802939517347
مُعَدَّل إِقرَاض	attr	3.88654006759666
بَيَان وِزَارَة	attr	3.88626472278835
وَكِيل وِزَارَة	attr	3.88626472278835
إِنشَاء خَطّ	attr	3.88559297511137
زِيَادَة فَجوَة	attr	3.88396259622782
صَدَد بَحث	attr	3.88380488828315
حَجم وَارِدَات	attr	3.881911224022
مُنتَصَف أُسبُوع	attr	3.88146646951003
أَنصَار إِسرَائِيل	attr	3.87136072665244
نِسَاء عَالَم	attr	3.87136072665244
رِئَاسَة مَجلِس	attr	3.87114251648332
غَالِبِيَّة مَادَّة	attr	3.86923224459503
شَأن كَشمِير	attr	3.86510985875378
مَركَز شُرطَة	attr	3.86452951202866
وَزِير عَدل	attr	3.86177158866635
حُرمَة شَهر	attr	3.84309866472044
اِستِمرَار مَسِيرَة	attr	3.84178156905685
مَسأَلَة حِجَاب	attr	3.83859941344232
طَالِب أَخ	attr	3.83834939182398
هَامِش زِيَارَة	attr	3.83034732919177
يَوم نَصر	attr	3.82806568083275
فَرض دِين	attr	3.82377718290356
بَيت تِجَارَة	attr	3.82211614203375
بِنَاء مُستَوطَنَة	attr	3.82135526448866
يَوم أَحَد	attr	3.81654562589133
إِطَار تَوَجُّه	attr	3.81085082184929
اِستِخدَام طَائِرَة	attr	3.80944351016852
